1,532,225,6
2,1109,467,2
3,1062,447,2
4,2641,1110,2
5,1860,784,2
6,3062,1288,2
7,489,208,2
8,1045,440,2
9,4221,1771,2
10,1829,771,2
11,562,237,2
12,770,325,2
13,2672,1124,2
14,1009,426,2
15,2012,848,2
16,1197,504,2
17,1379,581,2
18,1743,734,2
19,1029,433,2
20,1197,504,2
21,1116,470,2
22,1535,647,2
23,1096,462,2
24,2651,1114,2
25,1477,622,2
26,1214,512,6
27,1965,828,2
28,1525,643,2
29,1472,619,2
30,666,281,2
31,1832,772,2
32,1607,678,2
33,956,404,2
34,2264,951,2
35,1863,785,2
36,1610,677,2
37,1241,522,2
38,1001,459,2
39,1456,651,2
